offer_id	first_day_exposition	last_day_exposition	last_price	floor	open_plan	rooms	studio	area	kitchen_area	living_area	agent_fee	renovation	offer_type	category_type	unified_address	building_id
5064868	2016-01-12T00:00:00+03:00	2016-02-11T00:00:00+03:00	700000.0	3	False	2	False	40.0	6.9	26.0		3.0	1	2	Россия, Ленинградская область, Бокситогорск, Заводская улица, 5	2081750104029212751
2554639205140412883	2017-11-03T00:00:00+03:00	2018-02-08T00:00:00+03:00	11600000.0	2	False	3	False	124.2	16.5	67.4			1	2	Россия, Санкт-Петербург, Каменноостровский проспект, 53/22	564112227979568663
6888705558629842945	2015-08-05T00:00:00+03:00	2018-08-20T00:00:00+03:00	4925000.0	8	False	2	False	44.7	9.0	27.2			1	2	Россия, Санкт-Петербург, проспект Науки, 24к1	1167807152917886029
4538012	2015-11-12T00:00:00+03:00	2016-04-04T00:00:00+03:00	5200000.0	2	False	3	False	72.4	8.4	45.0		3.0	1	2	Россия, Санкт-Петербург, улица Дмитрия Устинова, 1	6704792161332805015
5283730787095058569	2016-01-27T00:00:00+03:00	2016-10-11T00:00:00+03:00	34641000.0	12	False	2	False	149.5	11.46	35.48		6.0	1	2	Россия, Санкт-Петербург, Приморский проспект, 52к1	1218123990061227879
3376106657616997782	2015-05-05T00:00:00+03:00	2017-10-01T00:00:00+03:00	45000.0	8	False	2	False	60.0	11.0	36.0	100.0	0.0	2	2	Россия, Санкт-Петербург, проспект Обуховской Обороны, 138к2	3083028653280224776
8310251191878644053	2016-12-29T00:00:00+03:00	2018-07-24T00:00:00+03:00	29000000.0	2	False	4	False	228.0	40.4	141.0	0.0	2.0	1	2	Россия, Санкт-Петербург, Пушкин, Средняя улица, 8к2	1821388989395812174
1584511431665133057	2018-05-31T00:00:00+03:00	2018-06-17T00:00:00+03:00	15000.0	7	False	0	True	32.0		25.0	50.0		2	2	Россия, Ленинградская область, Всеволожский район, посёлок Мурино, Охтинская аллея, 8	5271618061216668476
3353888596161632000	2017-11-07T00:00:00+03:00	2018-08-20T00:00:00+03:00	11200000.0	4	False	3	False	106.2	20.1	56.3		10.0	1	2	Россия, Санкт-Петербург, проспект Королёва, 61	756291893985037357
3376106656752494553	2017-05-31T00:00:00+03:00	2017-10-24T00:00:00+03:00	45000.0	2	False	2	False	44.0	13.0	31.0	100.0	0.0	2	2	Россия, Санкт-Петербург, Кременчугская улица, 9к2	2673073420900495465
8824874156873519212	2017-09-01T00:00:00+03:00	2018-08-01T00:00:00+03:00	7000000.0	29	False	2	False	54.0	8.8	28.0	0.0		1	2	Россия, Санкт-Петербург, проспект Обуховской Обороны, 138к2	3083028653280224776
6302977523041017606	2016-05-12T00:00:00+03:00	2016-08-31T00:00:00+03:00	40000.0	4	False	2	False	51.0	12.0	38.0		0.0	2	2	Россия, Санкт-Петербург, Ординарная улица, 20	2198074309897881985
4399105	2015-10-29T00:00:00+03:00	2016-02-21T00:00:00+03:00	21000.0	5	False	2	False	60.0	11.0	36.0	90.0	3.0	2	2	Россия, Санкт-Петербург, Красносельское шоссе, 54к1	8961386408260778554
7569530923210374192	2016-08-31T00:00:00+03:00	2017-04-19T00:00:00+03:00	14990000.0	7	False	4	False	84.0	25.0	51.8		1.0	1	2	Россия, Санкт-Петербург, проспект Юрия Гагарина, 27	2101577208314194791
8310251211318763026	2018-07-01T00:00:00+03:00	2018-07-08T00:00:00+03:00	25407000.0	4	False	2	False	74.64	14.8	34.7	0.0	2.0	1	2	Россия, Санкт-Петербург, Петровский проспект, 2	6285574360096411026
6300431560759182411	2016-08-15T00:00:00+03:00	2017-01-11T00:00:00+03:00	1650000.0	1	False	2	False	44.0	5.0	27.5		6.0	1	2	Россия, Ленинградская область, Волосовский район, Губаницкое сельское поселение, деревня Торосово, 1	2165673317294170556
7461632693780791553	2018-03-23T00:00:00+03:00	2018-05-07T00:00:00+03:00	26000.0	7	False	3	False	65.0	12.0	46.0	50.0	10.0	2	2	Россия, Санкт-Петербург, улица Жени Егоровой, 3к2	1234274538734638488
5152186304228702570	2015-04-03T00:00:00+03:00	2017-02-16T00:00:00+03:00	5350000.0	7	False	3	False	52.0	6.4	33.8		0.0	1	2	Россия, Санкт-Петербург, улица Козлова, 39к1	7367595267001187105
2554639205081337238	2016-10-15T00:00:00+03:00	2017-01-23T00:00:00+03:00	4850000.0	18	False	1	False	36.1	9.9	15.7		0.0	1	2	Россия, Санкт-Петербург, улица Седова, 24к3	527797459121571089
